,info,sold_at,status,limit_price,nr
7,Leerstehende Eigentumswohnung ETW Nr. 9 Reusaer Straße 15 08529 Plauen,"16.500,00",Verkauft,"12.000,00",D20-03-024
8,Leerstehendes ehemaliges Wohnhaus mit Nebengebäude Knaudtstraße 35 99842 Ruhla,"7.000,00",Verkauft,"1.000,00",D20-03-025
9,Wohn-/Geschäftshaus Am Markt 17 07751 Bürgel,"29.000,00",Verkauft,"29.000,00",D20-03-026
10,Ein-/Zweifamilienhaus Benneckensteiner Straße 1 99755 Ellrich,"29.000,00",Verkauft,"6.000,00",D20-03-027
11,vermietetes Einfamilienhaus Eschenweg 3 94351 Feldkirchen-Mitterharthausen,"160.000,00",Verkauft,"135.000,00",D20-03-028
12,Leerstehendes Einfamilienhaus Eschenweg 2 94351 Feldkirchen-Mitterharthausen,"140.000,00",Verkauft,"135.000,00",D20-03-029
13,Leerstehendes Einfamilienhaus Eschenweg 1 94351 Feldkirchen-Mitterharthausen,"192.000,00",Verkauft,"135.000,00",D20-03-030
14,unbebautes Grundstück An den Gärten 2 und 4 94351 Feldkirchen-Mitterharthausen,"67.000,00",Verkauft,"55.000,00",D20-03-031
15,"2 Gewerbeeinheiten (derzeit 1 Einheit) direkt am Marktplatz Zehntstraße 2, 4 97421 Schweinfurt","95.000,00",Verkauft,"95.000,00",D20-03-032
16,Baugrundstück Diestelmeierstraße 9 14656 Brieselang,"260.000,00",Verkauft,"105.000,00",D20-03-033
17,Baugrundstück Lindenweg 3 14712 Rathenow,"58.000,00",Verkauft,"15.000,00",D20-03-034
18,Leerstehendes ehemaliges Wohnhaus mit Nebengebäude Feldstraße 1 14822 Planebruch,"28.000,00",Verkauft,"2.000,00",D20-03-035
19,4 vermietete Eigentumswohnungen als Paket Kunads Garten 1 14823 Niemegk,"175.000,00",Verkauft,"175.000,00",D20-03-036
,info,sold_at,status,limit_price,nr
0,Tierarztpraxis und Gästehaus Luise-Jahn-Straße 16 14542 Werder (Havel),"875.000,00",Verkauft,"875.000,00",D20-03-037
1,Zwei Baugrundstücke Fangschleusenstraße 2 15537 Erkner,"995.000,00",Verkauft,"995.000,00",D20-03-039
2,diverse Flurstücke Am Wurgel 15537 Erkner,"395.000,00",Verkauft,"395.000,00",D20-03-040
3,Bebautes Erholungsgrundstück am Kieskanal Weg zur Erholung 15537 Grünheide (Mark),"79.000,00",Verkauft,"45.000,00",D20-03-041
4,Baugrundstück Friedrich-Engels-Straße 14 15370 Fredersdorf-Vogelsdorf,"210.000,00",Verkauft,"75.000,00",D20-03-042
5,Mehrfamilienhaus und Garagen 16269 Wriezen,"36.000,00",Verkauft,"12.000,00",D20-03-043
6,Wohngebäude mit Nebengelass Dorfaue 11 14947 Nuthe-Urstromtal,"169.000,00",Verkauft,"18.000,00",D20-03-044
7,Ferienhaus Barschgrube 14 16227 Eberswalde,"190.000,00",Verkauft,"165.000,00",D20-03-045
8,Ehemaliges Bahnhofsgebäude auf großem Grundstück Am Bahnhof 4 17291 Nordwestuckermark,"51.000,00",Verkauft,"4.000,00",D20-03-046
9,Grundstück mit Scheune Dorfstraße 12 03172 Jänschwalde,"16.500,00",Verkauft,"4.000,00",D20-03-047
10,Ehemaliges Bahnhofsgebäude im Spreewald Lubolzer Bahnhofstraße 6A 15907 Lübben,"65.000,00",Verkauft,"9.000,00",D20-03-048
11,Ehemaliges Bahnhofsgebäude und Nebengebäude Am Bahnhof 15907 Lübben (Spreewald),"71.000,00",Verkauft,"8.000,00",D20-03-049
12,Ehemaliges Bahnhofsgebäude Siedlungsstraße 15926 Luckau,"17.500,00",Verkauft,"5.000,00",D20-03-050
13,Waldgrundstück Siedlung Nord 15754 Heidesee,"18.000,00",Verkauft,"17.000,00",D20-03-051
14,Leerstehendes Wohnhaus mit Nebengebäude Dorfaue 1 01945 Hohenbocka,"15.000,00",Verkauft,"15.000,00",D20-03-052
15,Ehemaliges Empfangsgebäude mit Nebengebäuden Brenitzer Straße 03249 Sonnewalde,"6.000,00",Verkauft,"6.000,00",D20-03-054
16,Großes Baugrundstück - Gewerbe - in Stadtrandlage Huylandstraße (L83) / Siedlungsstraße 38820 Halberstadt,"136.000,00",Verkauft,"85.000,00",D20-03-055
17,Landwirtschaftsfläche / Grünfläche in landschaftlich reizvoller Lage Am Hutberg 06456 Arnstein (Harz),"21.000,00",Verkauft,"9.000,00",D20-03-056
18,Leerstehendes Mehrfamilienhaus Repkowstraße 8 39122 Magdeburg,"95.000,00",Verkauft,"7.000,00",D20-03-057
19,Teilweise vermietetes Wohn- und Geschäftshaus Dammstraße 1 39615 Seehausen (Altmark),"29.000,00",Nachverkauft,"24.000,00",D20-03-058
,info,sold_at,status,limit_price,nr
0,Vierseitenhof Goethestraße 12 39628 Bismark (Altmark),"48.000,00",Verkauft,"14.000,00",D20-03-059
1,Ehemalige Bäckerei Deystraße 2 06246 Bad Lauchstädt,"22.000,00",Verkauft,"1.000,00",D20-03-060
2,"Baugrundstück in einem nach 1990 neu entwickelten Baugebiet Schmiedeweg, 06386 Osternienburger Land","21.000,00",Verkauft,"3.200,00",D20-03-061
3,"Baugrundstück in einem nach 1990 neu entwickelten Baugebiet Am Pförtlingsgraben, 06386 Osternienburger Land","17.000,00",Verkauft,"3.500,00",D20-03-062
4,"Gehölz- und Landwirtschaftsflächen - vertragsfrei ab Oktober 2020 - Teichstraße, 06369 Südliches Anhalt","10.500,00",Verkauft,"10.000,00",D20-03-063
5,Ackerland und Steilhangfläche Loderslebener Straße (L 219) 06268 Querfurt,"58.000,00",Verkauft,"29.500,00",D20-03-064
6,Gehölz-/Waldgrundstücke nahe den Gewässern Badevollert und Schwelvollert Teucherner Straße (L 197) u. a. 06682 Teuchern,"13.500,00",Verkauft,"6.000,00",D20-03-065
7,Gehölz- und Landwirtschaftsflächen außerhalb der Ortslage westlich der B 2 06712 Kretzschau,"11.500,00",Verkauft,"7.000,00",D20-03-066
8,Wohn-/Geschäftshaus nahe dem Schloss Pretzsch und der Elbe Elbstraße 27 06909 Bad Schmiedeberg,"27.000,00",Verkauft,"8.000,00",D20-03-067
9,Gewerbeobjekt (ehemalige Mosterei / Schnapsbrennerei) Meisdorfer Straße 2 06463 Falkenstein/Harz,"25.000,00",Verkauft,"10.000,00",D20-03-068
